student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,Gender,School_Type,Internet_Access,Grade_Category,Pass_Flag,Subject_Average,Attendance_Rate
8224,18,female,public,post graduate,4.7,84.8,yes,30-60 min,no,coaching,69.3,77.3,71.2,69.2,d,Female,Public,Yes,D,Pass,72.60000000000001,84.8
8225,19,male,public,no formal,4.0,57.0,yes,15-30 min,yes,online videos,51.6,44.1,74.2,50.4,e,Male,Public,Yes,E,Fail,56.63333333333333,57.0
8226,18,male,private,high school,4.7,61.2,yes,<15 min,yes,textbook,64.2,66.1,55.7,60.4,d,Male,Private,Yes,D,Pass,62.0,61.2
8227,17,other,private,graduate,4.8,57.6,no,>60 min,yes,notes,48.6,74.7,66.4,63.3,d,Other,Private,No,D,Pass,63.23333333333334,57.6
8228,17,other,public,no formal,4.2,51.3,yes,15-30 min,no,mixed,64.2,53.1,74.2,61.5,d,Other,Public,Yes,D,Pass,63.833333333333336,51.3
8229,16,male,public,phd,6.4,72.8,yes,30-60 min,yes,notes,77.5,73.9,71.5,81.5,c,Male,Public,Yes,C,Pass,74.3,72.8
8230,18,other,public,diploma,3.4,74.8,yes,<15 min,yes,mixed,60.3,59.2,80.6,63.9,d,Other,Public,Yes,D,Pass,66.7,74.8
8231,15,female,public,phd,1.3,97.3,no,30-60 min,no,mixed,37.5,27.6,33.2,42.4,e,Female,Public,No,E,Fail,32.766666666666666,97.3
8232,15,male,public,no formal,5.3,86.4,yes,>60 min,no,online videos,69.9,85.3,79.9,72.8,c,Male,Public,Yes,C,Pass,78.36666666666666,86.4
8233,19,other,public,no formal,6.5,98.5,yes,15-30 min,yes,mixed,100.0,92.9,100.0,98.1,a,Other,Public,Yes,A,Pass,97.63333333333333,98.5
8234,17,female,private,graduate,6.4,87.8,yes,>60 min,no,notes,90.9,67.1,76.8,83.4,c,Female,Private,Yes,C,Pass,78.26666666666667,87.8
8235,16,male,private,post graduate,2.4,98.9,yes,15-30 min,no,notes,61.3,29.1,51.7,52.6,e,Male,Private,Yes,E,Fail,47.366666666666674,98.9
8236,19,male,public,phd,5.4,62.4,yes,>60 min,no,notes,100.0,90.6,70.8,75.2,c,Male,Public,Yes,C,Pass,87.13333333333333,62.4
8237,19,other,public,post graduate,8.0,58.4,yes,<15 min,no,mixed,78.5,88.2,76.7,77.8,c,Other,Public,Yes,C,Pass,81.13333333333333,58.4
8238,15,male,private,post graduate,1.3,69.6,yes,30-60 min,no,group study,54.0,33.7,37.2,41.9,e,Male,Private,Yes,E,Fail,41.63333333333333,69.6
8239,17,female,private,no formal,4.4,74.6,yes,>60 min,no,mixed,56.6,69.3,69.6,62.5,d,Female,Private,Yes,D,Pass,65.16666666666667,74.6
8240,16,male,public,graduate,2.8,91.2,yes,15-30 min,yes,textbook,45.2,42.7,55.4,54.3,e,Male,Public,Yes,E,Fail,47.76666666666667,91.2
8241,18,other,private,post graduate,6.4,77.1,yes,30-60 min,no,group study,86.4,90.7,94.7,91.4,b,Other,Private,Yes,B,Pass,90.60000000000001,77.1
8242,19,other,public,diploma,2.9,97.6,yes,30-60 min,no,group study,55.1,56.1,62.9,63.7,d,Other,Public,Yes,D,Pass,58.03333333333333,97.6
8243,17,female,private,phd,6.0,64.4,yes,15-30 min,no,coaching,92.8,69.9,80.7,81.5,c,Female,Private,Yes,C,Pass,81.13333333333333,64.4
8244,18,female,public,phd,1.7,78.9,yes,>60 min,no,textbook,62.6,53.9,45.9,44.9,e,Female,Public,Yes,E,Fail,54.13333333333333,78.9
8245,17,female,public,phd,1.0,82.6,yes,<15 min,no,notes,53.5,51.0,47.6,47.2,e,Female,Public,Yes,E,Fail,50.699999999999996,82.6
8246,19,female,private,phd,1.3,57.8,yes,30-60 min,no,coaching,28.3,25.1,25.2,28.6,f,Female,Private,Yes,F,Fail,26.200000000000003,57.8
8247,16,other,public,graduate,2.5,89.3,yes,<15 min,no,mixed,54.2,60.7,61.0,53.6,e,Other,Public,Yes,E,Fail,58.63333333333333,89.3
8248,16,other,public,post graduate,6.9,82.0,yes,>60 min,no,group study,88.8,86.5,83.6,85.2,b,Other,Public,Yes,B,Pass,86.3,82.0
8249,16,male,private,no formal,1.6,59.6,yes,15-30 min,yes,textbook,51.4,26.0,39.2,33.7,f,Male,Private,Yes,F,Fail,38.86666666666667,59.6
8250,19,other,public,high school,0.8,70.7,yes,<15 min,no,group study,45.0,25.6,38.9,35.1,f,Other,Public,Yes,F,Fail,36.5,70.7
8251,17,male,public,graduate,6.9,82.0,yes,<15 min,no,group study,97.0,86.4,94.4,78.3,c,Male,Public,Yes,C,Pass,92.60000000000001,82.0
8252,14,male,private,no formal,3.3,86.7,yes,30-60 min,yes,notes,60.8,64.5,51.4,63.3,d,Male,Private,Yes,D,Pass,58.9,86.7
8253,14,female,public,post graduate,4.9,70.9,yes,30-60 min,no,mixed,58.6,57.2,60.5,59.9,d,Female,Public,Yes,D,Pass,58.76666666666667,70.9
8254,17,male,public,high school,1.1,86.1,yes,>60 min,no,notes,41.7,36.0,42.4,38.3,f,Male,Public,Yes,F,Fail,40.03333333333333,86.1
8255,18,other,private,diploma,7.3,63.0,yes,>60 min,no,online videos,76.8,96.3,93.0,85.1,b,Other,Private,Yes,B,Pass,88.7,63.0
8256,16,other,public,high school,4.3,65.3,yes,30-60 min,no,online videos,78.6,76.6,65.2,69.5,d,Other,Public,Yes,D,Pass,73.46666666666665,65.3
8257,17,male,private,graduate,1.2,50.6,yes,<15 min,yes,coaching,30.0,35.2,47.8,35.9,f,Male,Private,Yes,F,Fail,37.666666666666664,50.6
8258,18,male,public,no formal,5.3,74.4,no,15-30 min,yes,group study,55.1,90.7,48.0,67.8,d,Male,Public,No,D,Pass,64.60000000000001,74.4
8259,17,female,private,post graduate,3.2,59.4,no,30-60 min,no,mixed,81.7,59.0,60.6,59.2,d,Female,Private,No,D,Pass,67.1,59.4
8260,19,other,private,phd,3.2,80.1,yes,15-30 min,yes,group study,62.1,54.0,65.0,48.7,e,Other,Private,Yes,E,Fail,60.36666666666667,80.1
8261,17,female,private,post graduate,3.6,98.3,yes,15-30 min,yes,coaching,64.2,66.1,58.5,58.6,d,Female,Private,Yes,D,Pass,62.93333333333334,98.3
8262,18,other,public,high school,4.3,100.0,yes,<15 min,yes,group study,77.3,51.1,64.2,68.3,d,Other,Public,Yes,D,Pass,64.2,100.0
8263,18,male,private,high school,5.1,68.7,yes,30-60 min,no,notes,73.5,63.1,76.0,65.5,d,Male,Private,Yes,D,Pass,70.86666666666666,68.7
8264,17,female,private,high school,1.6,86.7,yes,>60 min,yes,notes,53.8,53.8,53.6,55.0,e,Female,Private,Yes,E,Fail,53.73333333333333,86.7
8265,14,male,private,graduate,6.2,98.0,no,>60 min,no,textbook,100.0,71.3,80.4,95.6,a,Male,Private,No,A,Pass,83.9,98.0
8266,16,male,private,phd,0.7,76.2,yes,30-60 min,no,coaching,50.9,40.1,43.4,36.9,f,Male,Private,Yes,F,Fail,44.800000000000004,76.2
8267,14,other,public,phd,5.7,66.7,yes,<15 min,no,textbook,79.0,52.6,62.6,70.7,c,Other,Public,Yes,C,Pass,64.73333333333333,66.7
8268,17,male,private,phd,1.9,57.8,yes,>60 min,no,textbook,15.7,57.4,36.9,29.8,f,Male,Private,Yes,F,Fail,36.666666666666664,57.8
8269,14,male,private,post graduate,3.9,58.8,yes,15-30 min,yes,textbook,36.2,57.9,58.9,49.9,e,Male,Private,Yes,E,Fail,51.0,58.8
8270,17,female,public,high school,4.7,92.7,yes,<15 min,no,group study,80.4,66.2,88.2,75.0,c,Female,Public,Yes,C,Pass,78.26666666666667,92.7
8271,16,other,private,diploma,5.4,62.9,yes,<15 min,no,coaching,75.1,84.8,67.3,61.8,d,Other,Private,Yes,D,Pass,75.73333333333333,62.9
8272,14,female,private,high school,6.4,63.5,no,<15 min,yes,notes,68.6,91.0,87.0,79.4,c,Female,Private,No,C,Pass,82.2,63.5
8273,14,male,public,no formal,4.4,87.3,no,<15 min,no,notes,87.6,82.8,75.0,76.3,c,Male,Public,No,C,Pass,81.8,87.3
8274,17,other,private,post graduate,7.1,91.8,yes,30-60 min,yes,notes,80.6,90.5,97.7,86.1,b,Other,Private,Yes,B,Pass,89.60000000000001,91.8
8275,14,female,public,graduate,7.7,60.4,yes,30-60 min,yes,textbook,91.7,84.2,97.9,87.1,b,Female,Public,Yes,B,Pass,91.26666666666667,60.4
8276,19,other,private,phd,7.8,84.4,yes,<15 min,yes,coaching,93.4,92.7,100.0,94.8,b,Other,Private,Yes,B,Pass,95.36666666666667,84.4
8277,18,male,private,phd,2.9,72.3,yes,30-60 min,no,mixed,47.9,57.9,60.2,51.8,e,Male,Private,Yes,E,Fail,55.333333333333336,72.3
8278,18,other,public,graduate,0.7,63.8,yes,30-60 min,yes,group study,21.0,43.9,15.0,22.6,f,Other,Public,Yes,F,Fail,26.633333333333336,63.8
8279,15,male,private,no formal,5.9,76.0,yes,>60 min,yes,textbook,86.7,89.2,94.2,81.0,c,Male,Private,Yes,C,Pass,90.03333333333335,76.0
8280,18,other,private,diploma,2.4,88.9,yes,15-30 min,no,online videos,72.5,75.4,65.3,58.0,d,Other,Private,Yes,D,Pass,71.06666666666666,88.9
8281,17,female,public,diploma,6.3,55.0,yes,<15 min,yes,mixed,63.3,70.8,41.6,68.7,d,Female,Public,Yes,D,Pass,58.56666666666666,55.0
8282,16,other,private,post graduate,0.5,53.6,yes,<15 min,no,textbook,20.8,19.1,38.3,24.1,f,Other,Private,Yes,F,Fail,26.066666666666666,53.6
8283,14,female,private,graduate,6.3,95.6,no,15-30 min,yes,textbook,100.0,100.0,94.4,95.8,a,Female,Private,No,A,Pass,98.13333333333333,95.6
8284,17,male,private,post graduate,1.0,98.2,yes,15-30 min,yes,online videos,51.3,65.9,48.4,45.8,e,Male,Private,Yes,E,Fail,55.199999999999996,98.2
8285,18,male,public,no formal,7.1,76.4,no,15-30 min,no,coaching,87.5,86.2,94.4,96.9,a,Male,Public,No,A,Pass,89.36666666666667,76.4
8286,14,female,public,no formal,5.4,57.2,yes,>60 min,yes,notes,51.0,74.3,82.5,74.7,c,Female,Public,Yes,C,Pass,69.26666666666667,57.2
8287,14,male,public,phd,1.7,53.9,no,30-60 min,yes,mixed,32.1,56.2,48.0,44.3,e,Male,Public,No,E,Fail,45.43333333333334,53.9
8288,16,female,private,diploma,4.3,57.8,yes,30-60 min,yes,textbook,42.2,42.5,46.2,47.6,e,Female,Private,Yes,E,Fail,43.63333333333333,57.8
8289,17,male,private,post graduate,4.3,64.1,yes,>60 min,yes,textbook,67.1,66.1,49.7,67.5,d,Male,Private,Yes,D,Pass,60.96666666666666,64.1
8290,16,female,private,phd,7.1,84.2,no,30-60 min,no,mixed,100.0,100.0,100.0,91.9,b,Female,Private,No,B,Pass,100.0,84.2
8291,16,male,public,no formal,4.5,55.5,yes,<15 min,no,notes,35.4,51.0,47.4,49.4,e,Male,Public,Yes,E,Fail,44.6,55.5
8292,15,male,private,post graduate,4.6,56.8,yes,>60 min,yes,notes,59.2,59.3,50.3,61.3,d,Male,Private,Yes,D,Pass,56.26666666666667,56.8
8293,14,female,public,high school,2.9,85.7,no,30-60 min,yes,textbook,78.4,68.0,89.7,63.1,d,Female,Public,No,D,Pass,78.7,85.7
8294,14,female,private,no formal,6.0,62.9,yes,>60 min,no,online videos,66.7,80.1,83.9,72.3,c,Female,Private,Yes,C,Pass,76.9,62.9
8295,14,female,private,high school,0.9,60.8,yes,30-60 min,no,textbook,48.8,10.2,32.0,37.1,f,Female,Private,Yes,F,Fail,30.333333333333332,60.8
8296,18,female,private,post graduate,7.8,79.1,yes,30-60 min,no,group study,100.0,100.0,86.3,100.0,a,Female,Private,Yes,A,Pass,95.43333333333334,79.1
8297,18,female,private,no formal,5.0,53.9,yes,<15 min,yes,online videos,73.9,63.5,59.9,60.6,d,Female,Private,Yes,D,Pass,65.76666666666667,53.9
8298,16,female,public,post graduate,6.8,81.5,no,15-30 min,no,group study,81.7,98.4,100.0,88.1,b,Female,Public,No,B,Pass,93.36666666666667,81.5
8299,14,female,public,diploma,6.4,51.0,no,<15 min,no,textbook,76.5,88.3,63.7,76.5,c,Female,Public,No,C,Pass,76.16666666666667,51.0
8300,16,other,public,high school,2.1,61.7,yes,<15 min,no,textbook,27.1,21.5,29.4,31.5,f,Other,Public,Yes,F,Fail,26.0,61.7
8301,19,female,private,high school,2.7,72.5,yes,30-60 min,yes,coaching,69.5,38.1,70.1,56.9,d,Female,Private,Yes,D,Pass,59.23333333333333,72.5
8302,15,female,public,diploma,2.6,81.5,yes,>60 min,no,online videos,45.4,56.0,26.1,45.4,e,Female,Public,Yes,E,Fail,42.5,81.5
8303,16,other,public,diploma,2.2,60.2,no,<15 min,no,online videos,45.4,56.2,34.9,45.4,e,Other,Public,No,E,Fail,45.5,60.2
8304,17,female,private,high school,0.6,94.0,yes,<15 min,no,group study,13.7,30.7,35.5,38.2,f,Female,Private,Yes,F,Fail,26.633333333333336,94.0
8305,15,other,private,graduate,6.7,96.0,yes,>60 min,no,textbook,84.0,100.0,96.4,100.0,a,Other,Private,Yes,A,Pass,93.46666666666665,96.0
8306,16,female,public,phd,4.5,74.0,no,<15 min,no,group study,85.6,66.9,79.6,75.2,c,Female,Public,No,C,Pass,77.36666666666666,74.0
8307,16,male,private,diploma,4.9,63.6,yes,30-60 min,yes,notes,67.1,53.4,36.4,57.8,d,Male,Private,Yes,D,Pass,52.300000000000004,63.6
8308,16,female,private,high school,4.2,55.5,yes,>60 min,yes,online videos,59.6,57.1,63.1,57.5,d,Female,Private,Yes,D,Pass,59.93333333333334,55.5
8309,18,other,private,graduate,1.4,96.9,yes,>60 min,yes,textbook,68.2,29.1,38.1,40.4,e,Other,Private,Yes,E,Fail,45.13333333333333,96.9
8310,17,male,private,post graduate,3.8,56.7,yes,30-60 min,yes,mixed,59.6,58.0,66.1,62.1,d,Male,Private,Yes,D,Pass,61.23333333333333,56.7
8311,14,male,private,graduate,2.7,64.9,yes,>60 min,no,group study,64.4,61.5,46.1,56.9,d,Male,Private,Yes,D,Pass,57.333333333333336,64.9
8312,14,female,private,graduate,7.2,66.4,yes,30-60 min,no,mixed,89.2,95.0,67.3,83.2,c,Female,Private,Yes,C,Pass,83.83333333333333,66.4
8313,16,other,private,post graduate,5.8,63.4,yes,>60 min,yes,group study,78.8,70.2,62.0,68.4,d,Other,Private,Yes,D,Pass,70.33333333333333,63.4
8314,19,female,private,phd,1.7,50.1,yes,30-60 min,yes,notes,44.4,33.6,35.6,36.2,f,Female,Private,Yes,F,Fail,37.86666666666667,50.1
8315,14,female,private,no formal,5.8,60.4,no,15-30 min,yes,group study,64.9,66.0,71.9,76.1,c,Female,Private,No,C,Pass,67.60000000000001,60.4
8316,14,female,private,phd,4.6,87.4,yes,15-30 min,no,textbook,70.0,79.9,67.6,80.4,c,Female,Private,Yes,C,Pass,72.5,87.4
8317,18,female,private,phd,1.1,60.3,yes,30-60 min,no,online videos,30.6,23.0,20.6,31.3,f,Female,Private,Yes,F,Fail,24.733333333333334,60.3
8318,16,male,public,phd,1.0,88.2,yes,>60 min,yes,online videos,48.5,32.2,35.2,41.4,e,Male,Public,Yes,E,Fail,38.63333333333333,88.2
8319,15,female,public,diploma,1.6,70.8,yes,15-30 min,yes,group study,60.2,32.8,62.0,41.3,e,Female,Public,Yes,E,Fail,51.666666666666664,70.8
8320,15,other,public,phd,6.6,54.1,yes,15-30 min,yes,coaching,75.9,71.5,78.6,68.5,d,Other,Public,Yes,D,Pass,75.33333333333333,54.1
8321,17,other,public,no formal,6.7,91.3,yes,<15 min,yes,textbook,76.8,84.7,81.0,80.4,c,Other,Public,Yes,C,Pass,80.83333333333333,91.3
8322,17,other,private,diploma,5.1,81.8,yes,30-60 min,yes,mixed,79.3,79.4,80.0,80.9,c,Other,Private,Yes,C,Pass,79.56666666666666,81.8
8323,17,male,public,phd,0.6,80.6,yes,<15 min,yes,online videos,44.8,47.6,47.8,35.9,f,Male,Public,Yes,F,Fail,46.73333333333333,80.6
8324,15,female,private,high school,2.9,57.5,yes,15-30 min,no,notes,47.1,60.3,50.4,50.0,e,Female,Private,Yes,E,Fail,52.6,57.5
8325,17,male,private,post graduate,3.5,81.2,yes,<15 min,yes,coaching,73.3,57.5,66.1,66.0,d,Male,Private,Yes,D,Pass,65.63333333333334,81.2
8326,19,male,public,high school,2.6,89.8,yes,>60 min,no,textbook,35.0,70.2,43.1,54.6,e,Male,Public,Yes,E,Fail,49.43333333333334,89.8
8327,15,other,private,graduate,4.9,99.8,yes,15-30 min,yes,group study,65.5,55.2,88.3,76.9,c,Other,Private,Yes,C,Pass,69.66666666666667,99.8
8328,16,female,public,graduate,1.0,83.5,yes,15-30 min,yes,notes,56.3,60.3,45.9,51.0,e,Female,Public,Yes,E,Fail,54.166666666666664,83.5
8329,14,male,private,phd,0.6,71.6,no,15-30 min,no,group study,61.5,42.3,31.5,39.8,f,Male,Private,No,F,Fail,45.1,71.6
8330,17,other,private,diploma,4.9,90.9,yes,<15 min,yes,online videos,74.8,77.0,80.5,80.6,c,Other,Private,Yes,C,Pass,77.43333333333334,90.9
8331,14,other,private,post graduate,2.5,52.5,yes,30-60 min,no,group study,39.7,30.4,50.7,33.8,f,Other,Private,Yes,F,Fail,40.266666666666666,52.5
8332,15,female,public,diploma,5.6,71.0,yes,>60 min,no,online videos,82.3,71.4,70.2,68.0,d,Female,Public,Yes,D,Pass,74.63333333333333,71.0
8333,18,other,public,diploma,6.3,86.6,yes,15-30 min,no,textbook,98.9,89.9,84.3,94.1,b,Other,Public,Yes,B,Pass,91.03333333333335,86.6
8334,14,other,private,no formal,5.1,68.0,yes,15-30 min,no,notes,67.0,73.8,64.2,66.9,d,Other,Private,Yes,D,Pass,68.33333333333333,68.0
8335,19,female,public,no formal,7.9,52.9,yes,30-60 min,yes,notes,89.4,54.0,83.1,75.2,c,Female,Public,Yes,C,Pass,75.5,52.9
8336,16,other,public,post graduate,5.3,55.5,no,30-60 min,yes,group study,59.4,67.4,78.5,71.3,c,Other,Public,No,C,Pass,68.43333333333334,55.5
8337,16,male,public,no formal,6.3,58.4,yes,30-60 min,yes,mixed,43.7,68.6,60.8,64.5,d,Male,Public,Yes,D,Pass,57.699999999999996,58.4
8338,17,female,private,no formal,5.3,91.6,yes,15-30 min,no,textbook,62.7,76.1,58.5,76.4,c,Female,Private,Yes,C,Pass,65.76666666666667,91.6
8339,17,female,private,high school,6.5,86.0,yes,<15 min,no,online videos,66.5,73.1,85.1,83.8,c,Female,Private,Yes,C,Pass,74.89999999999999,86.0
8340,16,other,private,diploma,3.4,88.2,yes,<15 min,yes,group study,50.1,58.5,63.7,58.8,d,Other,Private,Yes,D,Pass,57.43333333333334,88.2
8341,19,female,public,no formal,3.8,95.5,yes,<15 min,no,textbook,72.4,78.8,76.7,73.8,c,Female,Public,Yes,C,Pass,75.96666666666665,95.5
8342,19,female,private,graduate,3.0,65.1,yes,<15 min,no,coaching,37.5,47.0,57.8,43.0,e,Female,Private,Yes,E,Fail,47.43333333333334,65.1
8343,15,male,public,post graduate,4.8,87.2,yes,>60 min,no,group study,42.0,63.6,83.3,66.3,d,Male,Public,Yes,D,Pass,62.96666666666666,87.2
8344,18,female,private,graduate,3.3,68.2,yes,15-30 min,no,textbook,50.2,59.0,68.2,52.8,e,Female,Private,Yes,E,Fail,59.13333333333333,68.2
8345,15,male,private,graduate,7.9,89.3,yes,>60 min,yes,notes,99.3,95.9,92.3,100.0,a,Male,Private,Yes,A,Pass,95.83333333333333,89.3
8346,19,female,public,phd,5.0,84.8,yes,>60 min,yes,online videos,71.9,61.7,68.1,65.0,d,Female,Public,Yes,D,Pass,67.23333333333333,84.8
8347,15,female,private,phd,3.0,99.5,yes,>60 min,no,coaching,81.1,78.9,63.5,70.0,d,Female,Private,Yes,D,Pass,74.5,99.5
8348,15,other,public,graduate,4.3,87.9,no,>60 min,no,textbook,85.5,68.8,76.8,78.8,c,Other,Public,No,C,Pass,77.03333333333335,87.9
8349,18,female,private,no formal,6.4,50.3,yes,15-30 min,no,mixed,34.7,62.5,66.6,61.5,d,Female,Private,Yes,D,Pass,54.6,50.3
8350,18,male,private,post graduate,6.5,85.0,yes,<15 min,yes,group study,73.3,68.0,70.9,80.4,c,Male,Private,Yes,C,Pass,70.73333333333333,85.0
8351,14,female,public,post graduate,5.3,55.1,yes,>60 min,yes,notes,50.4,64.9,57.7,55.6,d,Female,Public,Yes,D,Pass,57.666666666666664,55.1
8352,17,male,public,high school,0.5,77.3,no,30-60 min,yes,textbook,24.6,38.9,23.2,35.9,f,Male,Public,No,F,Fail,28.900000000000002,77.3
8353,16,female,public,no formal,7.0,57.9,yes,15-30 min,no,mixed,100.0,100.0,89.4,88.2,b,Female,Public,Yes,B,Pass,96.46666666666665,57.9
8354,17,male,private,no formal,7.3,74.7,yes,>60 min,yes,group study,90.7,100.0,89.6,95.0,a,Male,Private,Yes,A,Pass,93.43333333333332,74.7
8355,17,male,private,high school,7.0,89.6,yes,15-30 min,yes,coaching,84.0,95.0,89.4,94.1,b,Male,Private,Yes,B,Pass,89.46666666666665,89.6
8356,19,other,public,post graduate,5.5,64.5,yes,15-30 min,no,mixed,83.7,65.8,78.4,78.7,c,Other,Public,Yes,C,Pass,75.96666666666667,64.5
8357,19,male,private,phd,0.7,57.6,yes,15-30 min,no,group study,12.2,23.3,30.8,27.9,f,Male,Private,Yes,F,Fail,22.099999999999998,57.6
8358,17,female,private,no formal,7.6,65.7,no,>60 min,yes,notes,87.0,91.1,87.0,96.8,a,Female,Private,No,A,Pass,88.36666666666667,65.7
8359,18,other,public,diploma,1.0,58.7,yes,15-30 min,yes,group study,29.5,45.2,28.8,25.6,f,Other,Public,Yes,F,Fail,34.5,58.7
8360,19,female,public,phd,1.6,59.2,yes,15-30 min,yes,group study,32.7,46.9,40.8,42.4,e,Female,Public,Yes,E,Fail,40.13333333333333,59.2
8361,15,other,private,no formal,5.2,84.9,yes,30-60 min,no,mixed,83.9,74.5,60.1,67.0,d,Other,Private,Yes,D,Pass,72.83333333333333,84.9
8362,18,female,private,phd,4.0,85.2,yes,15-30 min,yes,group study,62.2,72.1,59.4,56.2,d,Female,Private,Yes,D,Pass,64.56666666666668,85.2
8363,18,other,private,no formal,6.2,76.5,yes,<15 min,yes,mixed,81.0,86.6,89.2,80.2,c,Other,Private,Yes,C,Pass,85.60000000000001,76.5
8364,14,female,private,high school,5.2,62.6,yes,>60 min,yes,coaching,75.2,75.7,92.8,72.4,c,Female,Private,Yes,C,Pass,81.23333333333333,62.6
8365,19,male,public,no formal,0.5,76.5,no,30-60 min,yes,mixed,11.4,35.8,12.6,25.5,f,Male,Public,No,F,Fail,19.933333333333334,76.5
8366,18,other,public,post graduate,5.3,97.4,yes,<15 min,no,online videos,86.7,68.5,99.4,87.2,b,Other,Public,Yes,B,Pass,84.86666666666666,97.4
8367,16,other,public,diploma,6.9,69.2,no,<15 min,yes,coaching,79.1,80.1,86.9,91.5,b,Other,Public,No,B,Pass,82.03333333333333,69.2
8368,16,other,public,diploma,6.9,71.2,yes,15-30 min,yes,textbook,86.7,76.6,77.7,74.5,c,Other,Public,Yes,C,Pass,80.33333333333333,71.2
8369,16,male,public,graduate,1.7,74.7,yes,15-30 min,no,online videos,56.0,45.3,23.1,35.1,f,Male,Public,Yes,F,Fail,41.46666666666667,74.7
8370,19,other,private,high school,3.1,58.9,yes,<15 min,no,group study,42.2,55.6,59.9,54.8,e,Other,Private,Yes,E,Fail,52.56666666666667,58.9
8371,19,female,public,post graduate,1.4,62.2,yes,>60 min,yes,group study,24.1,30.9,21.8,29.2,f,Female,Public,Yes,F,Fail,25.599999999999998,62.2
8372,18,other,private,diploma,6.1,84.5,yes,15-30 min,no,group study,77.6,57.8,75.9,75.8,c,Other,Private,Yes,C,Pass,70.43333333333332,84.5
8373,17,other,public,post graduate,5.2,58.1,yes,<15 min,no,group study,77.4,77.4,58.0,65.4,d,Other,Public,Yes,D,Pass,70.93333333333334,58.1
8374,14,male,private,graduate,4.1,80.2,yes,30-60 min,no,textbook,87.2,84.4,60.5,67.0,d,Male,Private,Yes,D,Pass,77.36666666666667,80.2
8375,19,female,private,post graduate,2.7,69.3,yes,15-30 min,no,notes,45.0,31.8,37.4,45.1,e,Female,Private,Yes,E,Fail,38.06666666666666,69.3
8376,14,male,private,phd,6.4,65.3,yes,30-60 min,yes,coaching,92.7,59.3,96.5,78.0,c,Male,Private,Yes,C,Pass,82.83333333333333,65.3
8377,15,male,private,graduate,6.4,77.5,yes,<15 min,no,coaching,76.9,83.9,66.6,75.7,c,Male,Private,Yes,C,Pass,75.8,77.5
8378,14,female,private,high school,4.2,61.3,yes,<15 min,no,textbook,44.7,58.5,57.5,48.7,e,Female,Private,Yes,E,Fail,53.56666666666666,61.3
8379,19,female,private,post graduate,1.4,65.5,yes,<15 min,no,mixed,13.6,0.0,25.8,28.8,f,Female,Private,Yes,F,Fail,13.133333333333333,65.5
8380,16,female,private,post graduate,4.0,76.2,yes,>60 min,yes,coaching,53.7,65.8,53.6,60.6,d,Female,Private,Yes,D,Pass,57.699999999999996,76.2
8381,15,other,public,diploma,7.2,82.9,yes,>60 min,yes,textbook,84.3,81.7,87.3,84.4,c,Other,Public,Yes,C,Pass,84.43333333333334,82.9
8382,14,male,private,diploma,4.9,91.8,no,>60 min,no,coaching,74.3,72.9,88.2,78.7,c,Male,Private,No,C,Pass,78.46666666666665,91.8
8383,16,male,private,phd,6.2,91.2,yes,<15 min,no,textbook,100.0,72.1,77.5,87.0,b,Male,Private,Yes,B,Pass,83.2,91.2
8384,18,other,private,high school,2.7,74.9,yes,>60 min,yes,notes,56.4,56.5,76.3,53.6,e,Other,Private,Yes,E,Fail,63.06666666666666,74.9
8385,19,male,private,no formal,3.1,53.7,yes,<15 min,no,coaching,36.0,32.3,56.4,38.5,f,Male,Private,Yes,F,Fail,41.56666666666666,53.7
8386,17,male,public,graduate,1.4,59.4,no,30-60 min,no,group study,28.0,40.3,42.9,43.2,e,Male,Public,No,E,Fail,37.06666666666666,59.4
8387,17,female,public,no formal,3.1,50.0,yes,15-30 min,no,notes,48.2,72.6,56.8,52.1,e,Female,Public,Yes,E,Fail,59.199999999999996,50.0
8388,19,male,private,post graduate,1.8,59.3,yes,30-60 min,no,textbook,29.7,53.8,38.8,35.4,f,Male,Private,Yes,F,Fail,40.766666666666666,59.3
8389,19,male,private,phd,4.5,51.5,yes,15-30 min,no,group study,54.5,66.1,56.0,55.4,d,Male,Private,Yes,D,Pass,58.86666666666667,51.5
